ReturnID,OrderID,ProductID,ReturnDate,QuantityReturned,Reason,RefundAmount,Status
RT-00818,ORD-2024-017040,P-0121,2024-02-11,1,Damaged in transit,36100.0,Rejected
RT-00819,ORD-2024-017059,P-1027,2024-02-14,1,Changed mind,67050.0,Approved
RT-00820,ORD-2024-017066,P-0086,2024-02-05,1,Wrong item delivered,6650.0,Approved
RT-00821,ORD-2024-017087,P-0285,2024-02-13,3,Wrong item delivered,2700.0,Approved
RT-00822,ORD-2024-017111,P-0384,2024-02-03,1,Wrong item delivered,55300.0,Pending
RT-00823,ORD-2024-017114,P-0700,2024-02-03,1,Wrong item delivered,28302.0,Approved
RT-00824,ORD-2024-017116,P-0950,2024-02-13,1,Wrong item delivered,64300.0,Approved
RT-00825,ORD-2024-017116,P-0957,2024-02-10,2,Wrong item delivered,174500.0,Approved
RT-00826,ORD-2024-017202,P-1139,2024-02-16,1,Wrong item delivered,28750.0,Approved
RT-00827,ORD-2024-017261,P-0505,2024-02-14,3,Damaged in transit,2183850.0,Approved
RT-00828,ORD-2024-017262,P-1080,2024-02-14,1,Changed mind,32100.0,Approved
RT-00829,ORD-2024-017304,P-1039,2024-02-18,1,Wrong item delivered,80450.0,Approved
RT-00830,ORD-2024-017311,P-0438,2024-02-07,1,Damaged in transit,146428.5,Approved
RT-00831,ORD-2024-017320,P-0135,2024-02-19,1,Changed mind,23050.0,Approved
RT-00832,ORD-2024-017347,P-1016,2024-02-09,1,Wrong item delivered,27800.0,Approved
RT-00833,ORD-2024-017348,P-0916,2024-02-16,1,Expired product,7943.0,Approved
RT-00834,ORD-2024-017349,P-0466,2024-02-13,1,Wrong item delivered,71950.0,Approved
RT-00835,ORD-2024-017380,P-0938,2024-02-12,1,Wrong item delivered,51400.0,Approved
RT-00836,ORD-2024-017391,P-0404,2024-02-20,1,Wrong item delivered,28100.0,Approved
RT-00837,ORD-2024-017424,P-1160,2024-02-23,1,Wrong item delivered,31850.0,Pending
RT-00838,ORD-2024-017430,P-0689,2024-02-13,1,Expired product,2600.0,Approved
RT-00839,ORD-2024-017430,P-0401,2024-02-21,1,Damaged in transit,234650.0,Approved
RT-00840,ORD-2024-017434,P-0471,2024-02-22,1,Wrong item delivered,587500.0,Approved
RT-00841,ORD-2024-017467,P-0811,2024-02-24,1,Wrong item delivered,2650.0,Rejected
RT-00842,ORD-2024-017480,P-0804,2024-02-19,1,Wrong item delivered,20200.0,Approved
RT-00843,ORD-2024-017512,P-0047,2024-02-12,1,Wrong item delivered,1300.0,Approved
RT-00844,ORD-2024-017525,P-0726,2024-02-13,1,Changed mind,33350.0,Approved
RT-00845,ORD-2024-017531,P-0397,2024-02-21,1,Defective on arrival,133150.0,Approved
RT-00846,ORD-2024-017532,P-0384,2024-02-12,1,Defective on arrival,55300.0,Approved
RT-00847,ORD-2024-017551,P-0085,2024-02-24,2,Damaged in transit,15500.0,Rejected
RT-00848,ORD-2024-017557,P-0206,2024-02-26,1,Wrong item delivered,5800.0,Pending
RT-00849,ORD-2024-017558,P-0296,2024-02-17,1,Changed mind,5250.0,Approved
RT-00850,ORD-2024-017567,P-1001,2024-02-18,1,Wrong size,39750.0,Approved
RT-00851,ORD-2024-017596,P-0369,2024-02-16,1,Changed mind,900.0,Approved
RT-00852,ORD-2024-017617,P-0055,2024-02-19,1,Wrong item delivered,18000.0,Approved
RT-00853,ORD-2024-017636,P-0275,2024-02-23,1,Wrong item delivered,3300.0,Approved
RT-00854,ORD-2024-017643,P-1043,2024-02-28,1,Changed mind,25650.0,Approved
RT-00855,ORD-2024-017649,P-0769,2024-02-24,1,Wrong item delivered,5278.0,Approved
RT-00856,ORD-2024-017660,P-0358,2024-02-28,1,Wrong item delivered,3950.0,Pending
RT-00857,ORD-2024-017696,P-1120,2024-03-01,1,Damaged in transit,17700.0,Rejected
RT-00858,ORD-2024-017749,P-0018,2024-03-01,1,Expired product,3800.0,Approved
RT-00859,ORD-2024-017770,P-0072,2024-02-21,1,Damaged in transit,3550.0,Approved
RT-00860,ORD-2024-017820,P-0235,2024-02-28,1,Changed mind,5300.0,Approved
RT-00861,ORD-2024-017822,P-0637,2024-02-21,1,Changed mind,17400.0,Approved
RT-00862,ORD-2024-017827,P-0444,2024-02-27,1,Changed mind,40000.0,Approved
RT-00863,ORD-2024-017834,P-0490,2024-02-21,1,Wrong item delivered,123800.0,Pending
RT-00864,ORD-2024-017874,P-0782,2024-03-02,1,Changed mind,7000.0,Approved
RT-00865,ORD-2024-017878,P-1067,2024-02-27,2,Wrong size,185600.0,Approved
RT-00866,ORD-2024-017890,P-0867,2024-03-02,1,Damaged in transit,4850.0,Approved
RT-00867,ORD-2024-017898,P-0255,2024-03-04,1,Changed mind,14800.0,Approved
RT-00868,ORD-2024-017901,P-0201,2024-03-03,2,Damaged in transit,3000.0,Approved
RT-00869,ORD-2024-017902,P-0959,2024-02-25,1,Wrong size,6461.0,Approved
RT-00870,ORD-2024-017903,P-0404,2024-02-21,1,Damaged in transit,28100.0,Approved
RT-00871,ORD-2024-017909,P-0958,2024-03-03,1,Changed mind,7650.0,Approved
RT-00872,ORD-2024-017913,P-0950,2024-02-21,1,Quality below expectation,64300.0,Approved
RT-00873,ORD-2024-017935,P-1066,2024-02-28,1,Quality below expectation,31550.0,Approved
RT-00874,ORD-2024-017949,P-0598,2024-03-03,1,Changed mind,11800.0,Approved
RT-00875,ORD-2024-017958,P-1173,2024-02-27,1,Expired product,31300.0,Rejected
RT-00876,ORD-2024-017961,P-0042,2024-03-05,2,Changed mind,10800.0,Approved
RT-00877,ORD-2024-017961,P-0144,2024-02-25,1,Expired product,10850.0,Approved
RT-00878,ORD-2024-017976,P-1032,2024-02-27,1,Wrong size,63000.0,Rejected
RT-00879,ORD-2024-017980,P-0476,2024-02-23,1,Defective on arrival,20200.0,Rejected
RT-00880,ORD-2024-017984,P-0085,2024-03-07,1,Changed mind,7750.0,Approved
RT-00881,ORD-2024-017995,P-0504,2024-02-28,1,Wrong item delivered,138850.0,Approved
RT-00882,ORD-2024-017999,P-1050,2024-03-03,1,Quality below expectation,32550.0,Approved
RT-00883,ORD-2024-018003,P-0794,2024-02-27,1,Wrong item delivered,15900.0,Approved
RT-00884,ORD-2024-018012,P-0601,2024-03-05,1,Expired product,18200.0,Approved
RT-00885,ORD-2024-018034,P-0357,2024-02-25,1,Wrong item delivered,35350.0,Approved
RT-00886,ORD-2024-018089,P-0428,2024-03-07,1,Wrong item delivered,48950.0,Approved
RT-00887,ORD-2024-018089,P-1021,2024-03-08,1,Quality below expectation,66150.0,Approved
RT-00888,ORD-2024-018089,P-1040,2024-03-04,1,Wrong size,33900.0,Approved
RT-00889,ORD-2024-018090,P-0960,2024-03-04,3,Wrong item delivered,230100.0,Approved
RT-00890,ORD-2024-018137,P-0466,2024-03-01,1,Wrong item delivered,71950.0,Approved
RT-00891,ORD-2024-018154,P-1093,2024-03-06,1,Expired product,16750.0,Pending
RT-00892,ORD-2024-018167,P-0019,2024-02-29,3,Expired product,9000.0,Approved
RT-00893,ORD-2024-018176,P-1177,2024-02-27,1,Damaged in transit,31155.0,Approved
RT-00894,ORD-2024-018180,P-1193,2024-03-10,1,Changed mind,17900.0,Approved
RT-00895,ORD-2024-018185,P-1169,2024-03-10,2,Expired product,34100.0,Approved
RT-00896,ORD-2024-018192,P-0631,2024-03-11,1,Changed mind,34191.0,Approved
RT-00897,ORD-2024-018197,P-0563,2024-02-27,1,Damaged in transit,4050.0,Approved
RT-00898,ORD-2024-018198,P-1139,2024-03-10,1,Expired product,28750.0,Approved
RT-00899,ORD-2024-018214,P-0080,2024-02-28,1,Wrong item delivered,6100.0,Approved
RT-00900,ORD-2024-018230,P-0056,2024-02-29,1,Damaged in transit,22450.0,Approved
RT-00901,ORD-2024-018250,P-0395,2024-03-10,1,Wrong item delivered,61650.0,Approved
RT-00902,ORD-2024-018296,P-0543,2024-03-13,1,Changed mind,90650.0,Approved
RT-00903,ORD-2024-018311,P-0538,2024-03-06,1,Damaged in transit,59900.0,Approved
RT-00904,ORD-2024-018312,P-0999,2024-02-29,1,Wrong size,140600.0,Approved
RT-00905,ORD-2024-018351,P-0228,2024-03-07,1,Expired product,2050.0,Approved
RT-00906,ORD-2024-018351,P-0037,2024-03-09,1,Changed mind,6400.0,Approved
RT-00907,ORD-2024-018381,P-1014,2024-03-06,1,Wrong item delivered,24900.0,Approved
RT-00908,ORD-2024-018411,P-0728,2024-03-02,1,Expired product,56506.5,Approved
RT-00909,ORD-2024-018418,P-0034,2024-03-03,1,Damaged in transit,8300.0,Approved
RT-00910,ORD-2024-018418,P-0146,2024-03-03,3,Expired product,13200.0,Approved
RT-00911,ORD-2024-018418,P-0539,2024-03-10,1,Wrong item delivered,177750.0,Approved
RT-00912,ORD-2024-018430,P-0448,2024-03-15,2,Defective on arrival,740600.0,Approved
RT-00913,ORD-2024-018432,P-0988,2024-03-08,1,Changed mind,27850.0,Rejected
RT-00914,ORD-2024-018452,P-0256,2024-03-09,1,Changed mind,150.0,Approved
RT-00915,ORD-2024-018496,P-0567,2024-03-05,1,Damaged in transit,24316.5,Approved
RT-00916,ORD-2024-018507,P-0950,2024-03-12,1,Wrong size,58513.0,Rejected
RT-00917,ORD-2024-018509,P-1182,2024-03-16,1,Expired product,18100.0,Approved
RT-00918,ORD-2024-018514,P-0438,2024-03-06,2,Changed mind,314900.0,Approved
RT-00919,ORD-2024-018514,P-0543,2024-03-16,1,Changed mind,90650.0,Rejected
RT-00920,ORD-2024-018538,P-0292,2024-03-15,3,Wrong item delivered,7050.0,Pending
RT-00921,ORD-2024-018541,P-0318,2024-03-06,1,Damaged in transit,1350.0,Approved
RT-00922,ORD-2024-018546,P-0357,2024-03-10,1,Changed mind,35350.0,Approved
RT-00923,ORD-2024-018549,P-1071,2024-03-04,1,Wrong item delivered,86800.0,Approved
RT-00924,ORD-2024-018564,P-0509,2024-03-11,1,Wrong item delivered,666900.0,Approved
RT-00925,ORD-2024-018593,P-0922,2024-03-08,1,Changed mind,700.0,Pending
RT-00926,ORD-2024-018620,P-0506,2024-03-18,1,Damaged in transit,839500.0,Approved
RT-00927,ORD-2024-018623,P-1062,2024-03-15,1,Wrong size,83550.0,Approved
RT-00928,ORD-2024-018661,P-0985,2024-03-06,1,Wrong size,65650.0,Approved
RT-00929,ORD-2024-018734,P-1060,2024-03-15,1,Wrong size,77150.0,Approved
RT-00930,ORD-2024-018744,P-0811,2024-03-21,1,Damaged in transit,2650.0,Approved
RT-00931,ORD-2024-018763,P-0346,2024-03-18,1,Damaged in transit,9450.0,Approved
RT-00932,ORD-2024-018771,P-0520,2024-03-10,1,Damaged in transit,339200.0,Approved
RT-00933,ORD-2024-018789,P-0220,2024-03-23,1,Expired product,7150.0,Pending
RT-00934,ORD-2024-018802,P-1106,2024-03-16,1,Damaged in transit,20950.0,Rejected
RT-00935,ORD-2024-018832,P-0008,2024-03-13,2,Changed mind,14300.0,Rejected
RT-00936,ORD-2024-018835,P-1199,2024-03-11,1,Wrong item delivered,14750.0,Approved
RT-00937,ORD-2024-018891,P-0212,2024-03-18,1,Expired product,5100.0,Approved
RT-00938,ORD-2024-018952,P-1079,2024-03-20,1,Changed mind,93850.0,Approved
RT-00939,ORD-2024-019027,P-0645,2024-03-25,1,Expired product,1050.0,Approved
RT-00940,ORD-2024-019040,P-0521,2024-03-21,1,Defective on arrival,15950.0,Approved
RT-00941,ORD-2024-019056,P-0251,2024-03-17,1,Changed mind,9400.0,Approved
RT-00942,ORD-2024-019066,P-0376,2024-03-24,1,Changed mind,5300.0,Approved
RT-00943,ORD-2024-019078,P-0956,2024-03-26,1,Quality below expectation,63950.0,Approved
RT-00944,ORD-2024-019080,P-0430,2024-03-26,1,Defective on arrival,173750.0,Approved
RT-00945,ORD-2024-019088,P-0271,2024-03-20,1,Damaged in transit,2684.0,Approved
RT-00946,ORD-2024-019108,P-0730,2024-03-29,1,Wrong item delivered,8100.0,Approved
RT-00947,ORD-2024-019121,P-0008,2024-03-17,1,Wrong item delivered,6292.0,Approved
RT-00948,ORD-2024-019160,P-0628,2024-03-30,1,Wrong item delivered,65900.0,Approved
RT-00949,ORD-2024-019179,P-1059,2024-03-28,1,Wrong size,41050.0,Approved
RT-00950,ORD-2024-019179,P-0343,2024-03-24,1,Wrong item delivered,7250.0,Approved
RT-00951,ORD-2024-019220,P-0486,2024-03-19,1,Defective on arrival,218600.0,Rejected
RT-00952,ORD-2024-019272,P-0420,2024-04-03,1,Defective on arrival,534750.0,Approved
RT-00953,ORD-2024-019273,P-0514,2024-03-26,1,Wrong item delivered,106150.0,Approved
RT-00954,ORD-2024-019283,P-0128,2024-03-30,1,Expired product,750.0,Rejected
RT-00955,ORD-2024-019295,P-0980,2024-03-26,2,Wrong size,240200.0,Approved
RT-00956,ORD-2024-019308,P-1000,2024-04-02,1,Wrong size,34850.0,Approved
RT-00957,ORD-2024-019312,P-0248,2024-04-04,1,Expired product,9450.0,Approved
RT-00958,ORD-2024-019399,P-0372,2024-03-25,1,Expired product,2350.0,Pending
RT-00959,ORD-2024-019406,P-0569,2024-04-04,1,Wrong item delivered,14650.0,Approved
RT-00960,ORD-2024-019424,P-0738,2024-03-26,1,Damaged in transit,11550.0,Approved
RT-00961,ORD-2024-019440,P-0230,2024-03-29,1,Damaged in transit,10600.0,Approved
RT-00962,ORD-2024-019444,P-0210,2024-04-05,1,Wrong item delivered,24200.0,Approved
RT-00963,ORD-2024-019492,P-0620,2024-04-07,1,Damaged in transit,38250.0,Approved
RT-00964,ORD-2024-019522,P-0519,2024-04-02,1,Damaged in transit,58150.0,Approved
RT-00965,ORD-2024-019523,P-0467,2024-03-27,1,Changed mind,682229.5,Rejected
RT-00966,ORD-2024-019533,P-0608,2024-04-08,2,Expired product,103151.0,Rejected
RT-00967,ORD-2024-019533,P-0170,2024-04-05,1,Changed mind,2112.0,Approved
RT-00968,ORD-2024-019539,P-0242,2024-04-06,1,Damaged in transit,12056.0,Approved
RT-00969,ORD-2024-019552,P-0925,2024-04-08,1,Changed mind,2002.5,Approved
RT-00970,ORD-2024-019558,P-0901,2024-03-31,1,Damaged in transit,1000.0,Approved
RT-00971,ORD-2024-019589,P-1074,2024-03-29,1,Wrong item delivered,77050.0,Approved
RT-00972,ORD-2024-019589,P-0531,2024-04-07,1,Damaged in transit,52999.5,Approved
RT-00973,ORD-2024-019589,P-0951,2024-04-07,2,Wrong size,31200.0,Approved
RT-00974,ORD-2024-019591,P-0946,2024-03-29,1,Quality below expectation,70300.0,Approved
RT-00975,ORD-2024-019595,P-0363,2024-03-30,1,Damaged in transit,17550.0,Approved
RT-00976,ORD-2024-019620,P-0208,2024-03-28,1,Changed mind,7348.0,Approved
RT-00977,ORD-2024-019626,P-0677,2024-04-07,1,Expired product,51550.0,Approved
RT-00978,ORD-2024-019636,P-0415,2024-03-28,1,Damaged in transit,24700.0,Approved
RT-00979,ORD-2024-019639,P-0718,2024-04-05,1,Changed mind,28213.0,Approved
RT-00980,ORD-2024-019668,P-0712,2024-03-30,1,Wrong item delivered,15085.5,Approved
RT-00981,ORD-2024-019676,P-0569,2024-04-07,1,Wrong item delivered,13038.5,Approved
RT-00982,ORD-2024-019678,P-0735,2024-03-30,1,Expired product,65050.0,Approved
RT-00983,ORD-2024-019685,P-0505,2024-04-10,1,Defective on arrival,727950.0,Approved
RT-00984,ORD-2024-019710,P-0649,2024-03-30,1,Changed mind,6942.0,Approved
RT-00985,ORD-2024-019715,P-0959,2024-04-12,1,Changed mind,6319.0,Approved
RT-00986,ORD-2024-019789,P-0304,2024-04-13,2,Expired product,6864.0,Approved
RT-00987,ORD-2024-019828,P-0342,2024-04-12,1,Expired product,6950.0,Approved
RT-00988,ORD-2024-019841,P-0891,2024-04-10,1,Wrong item delivered,4405.5,Approved
RT-00989,ORD-2024-019856,P-0276,2024-04-11,1,Wrong item delivered,2772.0,Rejected
RT-00990,ORD-2024-019867,P-0324,2024-04-10,1,Damaged in transit,1050.0,Approved
RT-00991,ORD-2024-019886,P-0536,2024-04-03,1,Defective on arrival,134701.5,Approved
RT-00992,ORD-2024-019929,P-0005,2024-04-04,1,Damaged in transit,1900.0,Pending
RT-00993,ORD-2024-019937,P-0480,2024-04-02,1,Changed mind,128249.0,Approved
RT-00994,ORD-2024-019939,P-0470,2024-04-09,1,Defective on arrival,71450.0,Approved
RT-00995,ORD-2024-019948,P-0546,2024-04-05,1,Changed mind,97400.0,Pending
RT-00996,ORD-2024-020011,P-0822,2024-04-05,1,Damaged in transit,1400.0,Approved
RT-00997,ORD-2024-020035,P-0622,2024-04-09,1,Changed mind,37869.5,Approved
RT-00998,ORD-2024-020050,P-0281,2024-04-11,4,Damaged in transit,48000.0,Approved
RT-00999,ORD-2024-020068,P-0416,2024-04-17,1,Damaged in transit,84200.0,Approved
RT-01000,ORD-2024-020076,P-1172,2024-04-07,1,Changed mind,39250.0,Approved
RT-01001,ORD-2024-020081,P-1110,2024-04-12,1,Wrong item delivered,2450.0,Approved
RT-01002,ORD-2024-020104,P-0431,2024-04-16,1,Damaged in transit,139900.0,Approved
RT-01003,ORD-2024-020105,P-0465,2024-04-07,1,Wrong item delivered,35899.5,Rejected
RT-01004,ORD-2024-020118,P-0283,2024-04-17,4,Damaged in transit,19600.0,Pending
RT-01005,ORD-2024-020118,P-0907,2024-04-11,1,Changed mind,10250.0,Rejected
RT-01006,ORD-2024-020133,P-0901,2024-04-08,2,Damaged in transit,2000.0,Approved
RT-01007,ORD-2024-020138,P-0126,2024-04-18,1,Expired product,1850.0,Approved
RT-01008,ORD-2024-020171,P-0014,2024-04-07,1,Wrong item delivered,950.0,Approved
RT-01009,ORD-2024-020176,P-1056,2024-04-09,1,Wrong item delivered,7600.0,Approved
RT-01010,ORD-2024-020182,P-1060,2024-04-19,1,Wrong size,77150.0,Pending
RT-01011,ORD-2024-020196,P-0452,2024-04-19,1,Wrong item delivered,29500.0,Approved
RT-01012,ORD-2024-020202,P-0923,2024-04-09,1,Expired product,4250.0,Approved
RT-01013,ORD-2024-020206,P-0938,2024-04-20,1,Wrong size,51400.0,Rejected
RT-01014,ORD-2024-020238,P-0530,2024-04-11,1,Wrong item delivered,53650.0,Pending
RT-01015,ORD-2024-020248,P-0481,2024-04-15,1,Wrong item delivered,360800.0,Approved
RT-01016,ORD-2024-020251,P-0572,2024-04-15,1,Damaged in transit,6900.0,Approved
RT-01017,ORD-2024-020263,P-0485,2024-04-13,1,Defective on arrival,258726.0,Approved
RT-01018,ORD-2024-020287,P-1181,2024-04-16,3,Changed mind,46650.0,Rejected
RT-01019,ORD-2024-020291,P-0636,2024-04-22,1,Changed mind,5050.0,Approved
RT-01020,ORD-2024-020436,P-1003,2024-04-22,1,Wrong item delivered,43250.0,Approved
RT-01021,ORD-2024-020457,P-1050,2024-04-13,1,Quality below expectation,32550.0,Approved
RT-01022,ORD-2024-020466,P-0081,2024-04-19,1,Damaged in transit,4200.0,Approved
RT-01023,ORD-2024-020477,P-0422,2024-04-18,1,Wrong item delivered,94500.0,Approved
RT-01024,ORD-2024-020536,P-0668,2024-04-26,2,Changed mind,38000.0,Approved
RT-01025,ORD-2024-020537,P-0989,2024-04-14,1,Wrong item delivered,61550.0,Approved
RT-01026,ORD-2024-020561,P-0228,2024-04-19,1,Damaged in transit,2050.0,Approved
RT-01027,ORD-2024-020573,P-0310,2024-04-19,1,Wrong item delivered,17300.0,Approved
RT-01028,ORD-2024-020592,P-0805,2024-04-17,1,Wrong item delivered,10350.0,Approved
RT-01029,ORD-2024-020628,P-0995,2024-04-27,1,Wrong item delivered,117800.0,Approved
RT-01030,ORD-2024-020631,P-0624,2024-04-19,1,Changed mind,73650.0,Approved
RT-01031,ORD-2024-020636,P-0727,2024-04-28,1,Wrong item delivered,44700.0,Approved
RT-01032,ORD-2024-020642,P-0054,2024-04-27,1,Expired product,2000.0,Approved
RT-01033,ORD-2024-020663,P-0483,2024-04-20,1,Damaged in transit,41700.0,Approved
RT-01034,ORD-2024-020672,P-0038,2024-04-24,1,Changed mind,14850.0,Approved
RT-01035,ORD-2024-020697,P-0858,2024-04-26,1,Changed mind,6200.0,Approved
RT-01036,ORD-2024-020703,P-0979,2024-04-28,1,Wrong item delivered,60500.0,Rejected
RT-01037,ORD-2024-020710,P-0447,2024-04-28,1,Damaged in transit,81050.0,Approved
RT-01038,ORD-2024-020710,P-0439,2024-04-29,1,Changed mind,25600.0,Approved
RT-01039,ORD-2024-020752,P-0962,2024-04-19,1,Wrong size,55400.0,Pending
RT-01040,ORD-2024-020761,P-0980,2024-04-24,1,Quality below expectation,120100.0,Approved
RT-01041,ORD-2024-020801,P-0455,2024-04-23,1,Changed mind,111350.0,Approved
RT-01042,ORD-2024-020819,P-0828,2024-05-04,1,Damaged in transit,21200.0,Approved
RT-01043,ORD-2024-020829,P-0185,2024-04-21,1,Damaged in transit,12600.0,Approved
RT-01044,ORD-2024-020834,P-0137,2024-05-04,1,Wrong item delivered,8650.0,Approved
RT-01045,ORD-2024-020841,P-1021,2024-05-03,1,Quality below expectation,66150.0,Approved
RT-01046,ORD-2024-020842,P-0275,2024-04-24,1,Damaged in transit,3300.0,Approved
RT-01047,ORD-2024-020855,P-0671,2024-04-29,1,Wrong item delivered,62550.0,Approved
RT-01048,ORD-2024-020859,P-0422,2024-05-02,1,Damaged in transit,94500.0,Approved
RT-01049,ORD-2024-020870,P-0392,2024-04-25,1,Damaged in transit,231600.0,Approved
RT-01050,ORD-2024-020884,P-0178,2024-04-28,1,Wrong item delivered,15350.0,Approved
RT-01051,ORD-2024-020955,P-1100,2024-04-28,1,Damaged in transit,12000.0,Approved
RT-01052,ORD-2024-020977,P-0444,2024-04-30,1,Damaged in transit,40000.0,Rejected
RT-01053,ORD-2024-021047,P-1061,2024-05-02,1,Wrong size,75992.0,Pending
RT-01054,ORD-2024-021099,P-0453,2024-05-01,1,Changed mind,234500.0,Approved
RT-01055,ORD-2024-021118,P-0138,2024-05-10,1,Expired product,14900.0,Approved
RT-01056,ORD-2024-021139,P-1055,2024-04-27,1,Changed mind,24800.0,Approved
RT-01057,ORD-2024-021144,P-1027,2024-05-02,1,Wrong size,67050.0,Approved
RT-01058,ORD-2024-021189,P-0234,2024-05-09,1,Expired product,2295.0,Approved
RT-01059,ORD-2024-021196,P-0583,2024-05-05,2,Expired product,6700.0,Approved
RT-01060,ORD-2024-021205,P-0968,2024-05-09,1,Changed mind,75950.0,Approved
RT-01061,ORD-2024-021218,P-0566,2024-05-11,1,Wrong item delivered,26450.0,Approved
RT-01062,ORD-2024-021230,P-0974,2024-05-07,1,Wrong item delivered,110850.0,Approved
RT-01063,ORD-2024-021290,P-1186,2024-05-12,1,Wrong item delivered,37150.0,Approved
RT-01064,ORD-2024-021297,P-1060,2024-05-11,1,Quality below expectation,69435.0,Pending
RT-01065,ORD-2024-021303,P-0437,2024-05-05,1,Defective on arrival,749100.0,Rejected
RT-01066,ORD-2024-021337,P-0724,2024-05-05,1,Changed mind,20205.0,Approved
RT-01067,ORD-2024-021350,P-0394,2024-05-09,1,Changed mind,72700.0,Approved
RT-01068,ORD-2024-021354,P-0387,2024-05-12,1,Damaged in transit,116730.0,Approved
RT-01069,ORD-2024-021358,P-0478,2024-05-06,1,Defective on arrival,284450.0,Approved
RT-01070,ORD-2024-021358,P-1039,2024-05-01,1,Changed mind,80450.0,Approved
RT-01071,ORD-2024-021468,P-0502,2024-05-06,1,Changed mind,138900.0,Rejected
RT-01072,ORD-2024-021480,P-0336,2024-05-10,1,Wrong item delivered,540.0,Approved
RT-01073,ORD-2024-021486,P-0770,2024-05-15,2,Wrong item delivered,29900.0,Approved
RT-01074,ORD-2024-021490,P-0412,2024-05-06,1,Changed mind,100035.0,Approved
RT-01075,ORD-2024-021518,P-0508,2024-05-09,1,Defective on arrival,93700.0,Approved
RT-01076,ORD-2024-021537,P-0393,2024-05-10,1,Wrong item delivered,179100.0,Approved
RT-01077,ORD-2024-021588,P-1050,2024-05-07,1,Quality below expectation,29295.0,Approved
RT-01078,ORD-2024-021599,P-0172,2024-05-09,2,Changed mind,3420.0,Rejected
RT-01079,ORD-2024-021636,P-0577,2024-05-07,1,Damaged in transit,8415.0,Approved
RT-01080,ORD-2024-021649,P-0421,2024-05-12,1,Changed mind,23700.0,Approved
RT-01081,ORD-2024-021720,P-0178,2024-05-18,1,Damaged in transit,15350.0,Approved
RT-01082,ORD-2024-021720,P-0832,2024-05-19,1,Expired product,2100.0,Approved
RT-01083,ORD-2024-021733,P-0153,2024-05-16,1,Changed mind,1150.0,Approved
RT-01084,ORD-2024-021740,P-0429,2024-05-19,1,Wrong item delivered,147250.0,Approved
RT-01085,ORD-2024-021768,P-0019,2024-05-11,2,Changed mind,6000.0,Approved
RT-01086,ORD-2024-021850,P-0541,2024-05-22,1,Damaged in transit,298161.5,Approved
RT-01087,ORD-2024-021850,P-0569,2024-05-13,1,Damaged in transit,14650.0,Approved
RT-01088,ORD-2024-021862,P-0979,2024-05-19,1,Wrong size,60500.0,Rejected
RT-01089,ORD-2024-021862,P-1015,2024-05-14,1,Wrong item delivered,86900.0,Approved
RT-01090,ORD-2024-021993,P-0535,2024-05-24,1,Damaged in transit,34350.0,Approved
RT-01091,ORD-2024-021997,P-0402,2024-05-15,3,Defective on arrival,377400.0,Approved
RT-01092,ORD-2024-022008,P-0866,2024-05-14,1,Changed mind,12750.0,Approved
RT-01093,ORD-2024-022011,P-1196,2024-05-24,1,Changed mind,24900.0,Rejected
RT-01094,ORD-2024-022068,P-0712,2024-05-19,1,Expired product,16950.0,Approved
RT-01095,ORD-2024-022074,P-0199,2024-05-15,1,Damaged in transit,3000.0,Rejected
RT-01096,ORD-2024-022075,P-0589,2024-05-26,1,Changed mind,13600.0,Approved
RT-01097,ORD-2024-022084,P-1068,2024-05-26,2,Wrong size,173400.0,Approved
RT-01098,ORD-2024-022098,P-1074,2024-05-17,1,Quality below expectation,77050.0,Approved
RT-01099,ORD-2024-022101,P-0035,2024-05-28,1,Wrong item delivered,12950.0,Approved
RT-01100,ORD-2024-022146,P-1105,2024-05-28,1,Wrong item delivered,7790.0,Approved
RT-01101,ORD-2024-022149,P-0441,2024-05-26,2,Defective on arrival,91300.0,Approved
RT-01102,ORD-2024-022202,P-0059,2024-05-22,2,Wrong item delivered,20800.0,Approved
RT-01103,ORD-2024-022219,P-1005,2024-05-29,1,Quality below expectation,64100.0,Rejected
RT-01104,ORD-2024-022261,P-0428,2024-06-01,1,Changed mind,48950.0,Approved
RT-01105,ORD-2024-022293,P-1080,2024-05-31,1,Quality below expectation,32100.0,Rejected
RT-01106,ORD-2024-022313,P-1016,2024-05-31,1,Wrong item delivered,27800.0,Approved
RT-01107,ORD-2024-022316,P-0526,2024-05-27,1,Defective on arrival,71500.0,Approved
RT-01108,ORD-2024-022360,P-0820,2024-05-25,1,Wrong item delivered,6250.0,Approved
RT-01109,ORD-2024-022371,P-0521,2024-05-31,1,Wrong item delivered,15950.0,Approved
RT-01110,ORD-2024-022388,P-1070,2024-05-29,1,Quality below expectation,92150.0,Approved
RT-01111,ORD-2024-022415,P-0435,2024-05-27,1,Defective on arrival,68700.0,Approved
RT-01112,ORD-2024-022425,P-0555,2024-05-28,1,Changed mind,176650.0,Approved
RT-01113,ORD-2024-022430,P-0008,2024-05-31,1,Damaged in transit,7150.0,Rejected
RT-01114,ORD-2024-022430,P-0354,2024-05-24,1,Damaged in transit,600.0,Approved
RT-01115,ORD-2024-022439,P-0329,2024-05-27,1,Damaged in transit,2850.0,Approved
RT-01116,ORD-2024-022459,P-0697,2024-05-30,1,Damaged in transit,3950.0,Approved
RT-01117,ORD-2024-022518,P-1073,2024-06-05,1,Changed mind,43650.0,Approved
